date,state,county,bias_motivation,source,incident_id,offense_type,victim_type,bias_motivation_cleaned,incidents_corrected,city,description,latitude,longitude,verified,adl_category,raw_data,borough,collection_date,incident_count,state_name,data_type,month_year
05/10/2020,NY,KINGS,ANTI-JEWISH,NYPD,202009012315217,OFF. AGNST PUB ORD SENSBLTY &,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
04/27/2021,NY,NEW YORK,ANTI-JEWISH,NYPD,202100712226417,ASSAULT 3 & RELATED OFFENSES,,ANTI-JEWISH,1.45,New York,,40.7831,-73.9712,,,,Manhattan,,,,,
02/02/2021,NY,NEW YORK,ANTI-JEWISH,NYPD,202101912141617,OFF. AGNST PUB ORD SENSBLTY &,,ANTI-JEWISH,1.45,New York,,40.7831,-73.9712,,,,Manhattan,,,,,
03/03/2021,NY,NEW YORK,ANTI-JEWISH,NYPD,202102212075117,OFF. AGNST PUB ORD SENSBLTY &,,ANTI-JEWISH,1.45,New York,,40.7831,-73.9712,,,,Manhattan,,,,,
02/10/2021,NY,NEW YORK,ANTI-JEWISH,NYPD,202102412118317,GRAND LARCENY,,ANTI-JEWISH,1.45,New York,,40.7831,-73.9712,,,,Manhattan,,,,,
04/22/2021,NY,BRONX,ANTI-JEWISH,NYPD,202105012230117,CRIMINAL TRESPASS,,ANTI-JEWISH,1.45,New York,,40.8448,-73.8648,,,,Bronx,,,,,
05/01/2021,NY,BRONX,ANTI-JEWISH,NYPD,202105012245817,BURGLARY,,ANTI-JEWISH,1.45,New York,,40.8448,-73.8648,,,,Bronx,,,,,
09/19/2021,NY,KINGS,ANTI-JEWISH,NYPD,202106612448717,OFF. AGNST PUB ORD SENSBLTY &,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
05/23/2021,NY,KINGS,ANTI-JEWISH,NYPD,202107012384017,ASSAULT 3 & RELATED OFFENSES,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
05/23/2021,NY,KINGS,ANTI-JEWISH,NYPD,202107012384017,ASSAULT 3 & RELATED OFFENSES,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
05/23/2021,NY,KINGS,ANTI-JEWISH,NYPD,202107012384017,ASSAULT 3 & RELATED OFFENSES,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
05/23/2021,NY,KINGS,ANTI-JEWISH,NYPD,202107012384117,ASSAULT 3 & RELATED OFFENSES,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
05/23/2021,NY,KINGS,ANTI-JEWISH,NYPD,202107012384117,ASSAULT 3 & RELATED OFFENSES,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
05/23/2021,NY,KINGS,ANTI-JEWISH,NYPD,202107012384117,ASSAULT 3 & RELATED OFFENSES,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
08/17/2021,NY,KINGS,ANTI-JEWISH,NYPD,202107012582317,ASSAULT 3 & RELATED OFFENSES,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
10/14/2021,NY,KINGS,ANTI-JEWISH,NYPD,202107012731117,MISCELLANEOUS PENAL LAW,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
10/21/2021,NY,KINGS,ANTI-JEWISH,NYPD,202107112663717,OFF. AGNST PUB ORD SENSBLTY &,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
07/12/2022,NY,NEW YORK,ANTI-JEWISH,NYPD,202200112616417,OFF. AGNST PUB ORD SENSBLTY &,,ANTI-JEWISH,1.45,New York,,40.7831,-73.9712,,,,Manhattan,,,,,
11/09/2022,NY,NEW YORK,ANTI-JEWISH,NYPD,202200512582917,OFF. AGNST PUB ORD SENSBLTY &,,ANTI-JEWISH,1.45,New York,,40.7831,-73.9712,,,,Manhattan,,,,,
08/10/2022,NY,NEW YORK,ANTI-JEWISH,NYPD,202201312636717,OFF. AGNST PUB ORD SENSBLTY &,,ANTI-JEWISH,1.45,New York,,40.7831,-73.9712,,,,Manhattan,,,,,
11/02/2022,NY,NEW YORK,ANTI-JEWISH,NYPD,202201312857717,OFF. AGNST PUB ORD SENSBLTY &,,ANTI-JEWISH,1.45,New York,,40.7831,-73.9712,,,,Manhattan,,,,,
04/26/2022,NY,KINGS,ANTI-JEWISH,NYPD,202206112307817,OFF. AGNST PUB ORD SENSBLTY &,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
11/07/2022,NY,KINGS,ANTI-JEWISH,NYPD,202206112752517,OFF. AGNST PUB ORD SENSBLTY &,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
02/25/2022,NY,KINGS,ANTI-JEWISH,NYPD,202206612161717,DANGEROUS WEAPONS,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
12/13/2022,NY,KINGS,ANTI-JEWISH,NYPD,202206612695617,OFF. AGNST PUB ORD SENSBLTY &,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
07/22/2022,NY,KINGS,ANTI-JEWISH,NYPD,202206712755217,OFF. AGNST PUB ORD SENSBLTY &,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
05/14/2022,NY,KINGS,ANTI-JEWISH,NYPD,202207012387517,ASSAULT 3 & RELATED OFFENSES,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
01/25/2022,NY,KINGS,ANTI-JEWISH,NYPD,202207112122817,OFF. AGNST PUB ORD SENSBLTY &,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
11/15/2022,NY,KINGS,ANTI-JEWISH,NYPD,202207313173617,OFF. AGNST PUB ORD SENSBLTY &,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
07/08/2022,NY,KINGS,ANTI-JEWISH,NYPD,202207712475817,OFF. AGNST PUB ORD SENSBLTY &,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
04/24/2022,NY,KINGS,ANTI-JEWISH,NYPD,202207912345417,GRAND LARCENY,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
09/29/2022,NY,KINGS,ANTI-JEWISH,NYPD,202208112558917,OFF. AGNST PUB ORD SENSBLTY &,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
11/05/2022,NY,KINGS,ANTI-JEWISH,NYPD,202208312901817,OFF. AGNST PUB ORD SENSBLTY &,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
02/24/2022,NY,KINGS,ANTI-JEWISH,NYPD,202209012184017,OFF. AGNST PUB ORD SENSBLTY &,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
10/24/2022,NY,KINGS,ANTI-JEWISH,NYPD,202209012776317,OFF. AGNST PUB ORD SENSBLTY &,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
10/20/2022,NY,QUEENS,ANTI-JEWISH,NYPD,202210913167117,OFF. AGNST PUB ORD SENSBLTY &,,ANTI-JEWISH,1.45,New York,,40.7282,-73.7949,,,,Queens,,,,,
07/21/2022,NY,RICHMOND,ANTI-JEWISH,NYPD,202212212423017,GRAND LARCENY,,ANTI-JEWISH,1.45,New York,,40.5795,-74.1502,,,,Staten Island,,,,,
07/21/2022,NY,RICHMOND,ANTI-JEWISH,NYPD,202212212423017,GRAND LARCENY,,ANTI-JEWISH,1.45,New York,,40.5795,-74.1502,,,,Staten Island,,,,,
07/21/2022,NY,RICHMOND,ANTI-JEWISH,NYPD,202212212423017,GRAND LARCENY,,ANTI-JEWISH,1.45,New York,,40.5795,-74.1502,,,,Staten Island,,,,,
10/27/2023,NY,NEW YORK,ANTI-JEWISH,NYPD,202300612677717,OFF. AGNST PUB ORD SENSBLTY &,,ANTI-JEWISH,1.45,New York,,40.7831,-73.9712,,,,Manhattan,,,,,
10/15/2023,NY,NEW YORK,ANTI-JEWISH,NYPD,202301413465417,OFF. AGNST PUB ORD SENSBLTY &,,ANTI-JEWISH,1.45,New York,,40.7831,-73.9712,,,,Manhattan,,,,,
07/11/2023,NY,NEW YORK,ANTI-JEWISH,NYPD,202302012326217,PETIT LARCENY,,ANTI-JEWISH,1.45,New York,,40.7831,-73.9712,,,,Manhattan,,,,,
11/09/2023,NY,NEW YORK,ANTI-JEWISH,NYPD,202302012502317,ROBBERY,,ANTI-JEWISH,1.45,New York,,40.7831,-73.9712,,,,Manhattan,,,,,
11/09/2023,NY,NEW YORK,ANTI-JEWISH,NYPD,202302012502317,ROBBERY,,ANTI-JEWISH,1.45,New York,,40.7831,-73.9712,,,,Manhattan,,,,,
10/11/2023,NY,NEW YORK,ANTI-JEWISH,NYPD,202302612401017,OFF. AGNST PUB ORD SENSBLTY &,,ANTI-JEWISH,1.45,New York,,40.7831,-73.9712,,,,Manhattan,,,,,
11/27/2023,NY,NEW YORK,ANTI-JEWISH,NYPD,202302612460917,PETIT LARCENY,,ANTI-JEWISH,1.45,New York,,40.7831,-73.9712,,,,Manhattan,,,,,
11/27/2023,NY,NEW YORK,ANTI-JEWISH,NYPD,202302612460917,PETIT LARCENY,,ANTI-JEWISH,1.45,New York,,40.7831,-73.9712,,,,Manhattan,,,,,
09/21/2023,NY,BRONX,ANTI-JEWISH,NYPD,202304512732417,OFF. AGNST PUB ORD SENSBLTY &,,ANTI-JEWISH,1.45,New York,,40.8448,-73.8648,,,,Bronx,,,,,
07/26/2023,NY,KINGS,ANTI-JEWISH,NYPD,202306112507117,BURGLARY,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
10/26/2023,NY,KINGS,ANTI-JEWISH,NYPD,202306212811817,GRAND LARCENY,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
10/17/2023,NY,KINGS,ANTI-JEWISH,NYPD,202306612609817,OFF. AGNST PUB ORD SENSBLTY &,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
12/09/2023,NY,KINGS,ANTI-JEWISH,NYPD,202306612712417,GRAND LARCENY,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
03/14/2023,NY,KINGS,ANTI-JEWISH,NYPD,202307112236317,ROBBERY,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
03/14/2023,NY,KINGS,ANTI-JEWISH,NYPD,202307112236317,ROBBERY,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
03/14/2023,NY,KINGS,ANTI-JEWISH,NYPD,202307112236317,ROBBERY,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
03/14/2023,NY,KINGS,ANTI-JEWISH,NYPD,202307112236317,ROBBERY,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
04/25/2023,NY,KINGS,ANTI-JEWISH,NYPD,202307112335917,MISCELLANEOUS PENAL LAW,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
06/10/2023,NY,KINGS,ANTI-JEWISH,NYPD,202307112442717,DANGEROUS DRUGS,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
08/09/2023,NY,KINGS,ANTI-JEWISH,NYPD,202307112581717,ASSAULT 3 & RELATED OFFENSES,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
12/07/2023,NY,KINGS,ANTI-JEWISH,NYPD,202307112864617,ROBBERY,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
07/25/2023,NY,KINGS,ANTI-JEWISH,NYPD,202307212519617,ASSAULT 3 & RELATED OFFENSES,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
01/08/2023,NY,KINGS,ANTI-JEWISH,NYPD,202307912089017,ASSAULT 3 & RELATED OFFENSES,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
05/12/2023,NY,KINGS,ANTI-JEWISH,NYPD,202308412360217,ROBBERY,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
10/27/2023,NY,KINGS,ANTI-JEWISH,NYPD,202309012800117,OFF. AGNST PUB ORD SENSBLTY &,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
10/03/2023,NY,RICHMOND,ANTI-JEWISH,NYPD,202312112729217,ASSAULT 3 & RELATED OFFENSES,,ANTI-JEWISH,1.45,New York,,40.5795,-74.1502,,,,Staten Island,,,,,
10/03/2023,NY,RICHMOND,ANTI-JEWISH,NYPD,202312112729217,ASSAULT 3 & RELATED OFFENSES,,ANTI-JEWISH,1.45,New York,,40.5795,-74.1502,,,,Staten Island,,,,,
05/03/2024,NY,NEW YORK,ANTI-JEWISH,NYPD,202400112426417,OFF. AGNST PUB ORD SENSBLTY &,,ANTI-JEWISH,1.45,New York,,40.7831,-73.9712,,,,Manhattan,,,,,
05/15/2024,NY,NEW YORK,ANTI-JEWISH,NYPD,202400612307417,ASSAULT 3 & RELATED OFFENSES,,ANTI-JEWISH,1.45,New York,,40.7831,-73.9712,,,,Manhattan,,,,,
03/19/2024,NY,NEW YORK,ANTI-JEWISH,NYPD,202400712200817,ROBBERY,,ANTI-JEWISH,1.45,New York,,40.7831,-73.9712,,,,Manhattan,,,,,
01/14/2024,NY,NEW YORK,ANTI-JEWISH,NYPD,202401712090417,ROBBERY,,ANTI-JEWISH,1.45,New York,,40.7831,-73.9712,,,,Manhattan,,,,,
06/12/2024,NY,NEW YORK,ANTI-JEWISH,NYPD,202401712284017,OFFENSES AGAINST THE PERSON,,ANTI-JEWISH,1.45,New York,,40.7831,-73.9712,,,,Manhattan,,,,,
06/02/2024,NY,NEW YORK,ANTI-JEWISH,NYPD,202401912472517,GRAND LARCENY,,ANTI-JEWISH,1.45,New York,,40.7831,-73.9712,,,,Manhattan,,,,,
07/11/2024,NY,NEW YORK,ANTI-JEWISH,NYPD,202401912586717,PETIT LARCENY,,ANTI-JEWISH,1.45,New York,,40.7831,-73.9712,,,,Manhattan,,,,,
09/13/2024,NY,NEW YORK,ANTI-JEWISH,NYPD,202401912778217,ROBBERY,,ANTI-JEWISH,1.45,New York,,40.7831,-73.9712,,,,Manhattan,,,,,
06/17/2024,NY,NEW YORK,ANTI-JEWISH,NYPD,202402012289317,OFF. AGNST PUB ORD SENSBLTY &,,ANTI-JEWISH,1.45,New York,,40.7831,-73.9712,,,,Manhattan,,,,,
09/02/2024,NY,NEW YORK,ANTI-JEWISH,NYPD,202402212104317,ASSAULT 3 & RELATED OFFENSES,,ANTI-JEWISH,1.45,New York,,40.7831,-73.9712,,,,Manhattan,,,,,
09/14/2024,NY,NEW YORK,ANTI-JEWISH,NYPD,202402412461717,HARRASSMENT 2,,ANTI-JEWISH,1.45,New York,,40.7831,-73.9712,,,,Manhattan,,,,,
12/09/2024,NY,NEW YORK,ANTI-JEWISH,NYPD,202402612465517,ROBBERY,,ANTI-JEWISH,1.45,New York,,40.7831,-73.9712,,,,Manhattan,,,,,
06/07/2024,NY,NEW YORK,ANTI-JEWISH,NYPD,202403412445317,OFF. AGNST PUB ORD SENSBLTY &,,ANTI-JEWISH,1.45,New York,,40.7831,-73.9712,,,,Manhattan,,,,,
10/03/2024,NY,KINGS,ANTI-JEWISH,NYPD,202406112700217,MISCELLANEOUS PENAL LAW,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
09/03/2024,NY,KINGS,ANTI-JEWISH,NYPD,202406212704017,OFF. AGNST PUB ORD SENSBLTY &,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
09/06/2024,NY,KINGS,ANTI-JEWISH,NYPD,202406312573317,SEX CRIMES,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
10/12/2024,NY,KINGS,ANTI-JEWISH,NYPD,202406612610717,OFF. AGNST PUB ORD SENSBLTY &,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
10/12/2024,NY,KINGS,ANTI-JEWISH,NYPD,202406612610717,OFF. AGNST PUB ORD SENSBLTY &,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
04/03/2024,NY,KINGS,ANTI-JEWISH,NYPD,202406912228217,OFF. AGNST PUB ORD SENSBLTY &,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
01/03/2024,NY,KINGS,ANTI-JEWISH,NYPD,202407112075617,ROBBERY,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
04/16/2024,NY,KINGS,ANTI-JEWISH,NYPD,202407912354317,SEX CRIMES,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
07/24/2024,NY,KINGS,ANTI-JEWISH,NYPD,202407912632317,GRAND LARCENY,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
01/04/2024,NY,KINGS,ANTI-JEWISH,NYPD,202409012080417,PETIT LARCENY,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
02/09/2024,NY,KINGS,ANTI-JEWISH,NYPD,202409012165317,OFF. AGNST PUB ORD SENSBLTY &,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
04/25/2024,NY,KINGS,ANTI-JEWISH,NYPD,202409012336317,ASSAULT 3 & RELATED OFFENSES,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
05/22/2024,NY,KINGS,ANTI-JEWISH,NYPD,202409012402517,OFF. AGNST PUB ORD SENSBLTY &,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
10/02/2024,NY,RICHMOND,ANTI-JEWISH,NYPD,202412112739317,MISCELLANEOUS PENAL LAW,,ANTI-JEWISH,1.45,New York,,40.5795,-74.1502,,,,Staten Island,,,,,
11/10/2024,NY,RICHMOND,ANTI-JEWISH,NYPD,202412112832017,OFF. AGNST PUB ORD SENSBLTY &,,ANTI-JEWISH,1.45,New York,,40.5795,-74.1502,,,,Staten Island,,,,,
02/27/2025,NY,KINGS,ANTI-JEWISH,NYPD,202506112198617,ASSAULT 3 & RELATED OFFENSES,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
03/04/2025,NY,KINGS,ANTI-JEWISH,NYPD,202507112187917,PETIT LARCENY,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
02/09/2025,NY,KINGS,ANTI-JEWISH,NYPD,202507912173717,OFF. AGNST PUB ORD SENSBLTY &,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
03/17/2019,NY,NEW YORK,ANTI-JEWISH,NYPD,201900912189517,CRIMINAL MISCHIEF & RELATED OF,,ANTI-JEWISH,1.45,New York,,40.7831,-73.9712,,,,Manhattan,,,,,
01/03/2019,NY,NEW YORK,ANTI-JEWISH,NYPD,201902012074117,CRIMINAL MISCHIEF & RELATED OF,,ANTI-JEWISH,1.45,New York,,40.7831,-73.9712,,,,Manhattan,,,,,
06/11/2019,NY,NEW YORK,ANTI-JEWISH,NYPD,201902812360617,CRIMINAL MISCHIEF & RELATED OF,,ANTI-JEWISH,1.45,New York,,40.7831,-73.9712,,,,Manhattan,,,,,
01/07/2019,NY,KINGS,ANTI-JEWISH,NYPD,201909412079117,CRIMINAL MISCHIEF & RELATED OF,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
02/22/2019,NY,QUEENS,ANTI-JEWISH,NYPD,201911212135117,CRIMINAL MISCHIEF & RELATED OF,,ANTI-JEWISH,1.45,New York,,40.7282,-73.7949,,,,Queens,,,,,
02/22/2019,NY,QUEENS,ANTI-JEWISH,NYPD,201911212135117,CRIMINAL MISCHIEF & RELATED OF,,ANTI-JEWISH,1.45,New York,,40.7282,-73.7949,,,,Queens,,,,,
02/22/2019,NY,QUEENS,ANTI-JEWISH,NYPD,201911212135117,CRIMINAL MISCHIEF & RELATED OF,,ANTI-JEWISH,1.45,New York,,40.7282,-73.7949,,,,Queens,,,,,
02/23/2019,NY,QUEENS,ANTI-JEWISH,NYPD,201911412213917,CRIMINAL MISCHIEF & RELATED OF,,ANTI-JEWISH,1.45,New York,,40.7282,-73.7949,,,,Queens,,,,,
10/24/2020,NY,NEW YORK,ANTI-JEWISH,NYPD,202000712456417,CRIMINAL MISCHIEF & RELATED OF,,ANTI-JEWISH,1.45,New York,,40.7831,-73.9712,,,,Manhattan,,,,,
11/03/2020,NY,NEW YORK,ANTI-JEWISH,NYPD,202001912820617,CRIMINAL MISCHIEF & RELATED OF,,ANTI-JEWISH,1.45,New York,,40.7831,-73.9712,,,,Manhattan,,,,,
06/02/2020,NY,KINGS,ANTI-JEWISH,NYPD,202006612273017,CRIMINAL MISCHIEF & RELATED OF,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
08/21/2020,NY,KINGS,ANTI-JEWISH,NYPD,202008812373017,CRIMINAL MISCHIEF & RELATED OF,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
06/25/2021,NY,NEW YORK,ANTI-JEWISH,NYPD,202100112386317,CRIMINAL MISCHIEF & RELATED OF,,ANTI-JEWISH,1.45,New York,,40.7831,-73.9712,,,,Manhattan,,,,,
04/23/2021,NY,BRONX,ANTI-JEWISH,NYPD,202105012232417,CRIMINAL MISCHIEF & RELATED OF,,ANTI-JEWISH,1.45,New York,,40.8448,-73.8648,,,,Bronx,,,,,
04/23/2021,NY,BRONX,ANTI-JEWISH,NYPD,202105012233717,CRIMINAL MISCHIEF & RELATED OF,,ANTI-JEWISH,1.45,New York,,40.8448,-73.8648,,,,Bronx,,,,,
04/25/2021,NY,BRONX,ANTI-JEWISH,NYPD,202105012235217,CRIMINAL MISCHIEF & RELATED OF,,ANTI-JEWISH,1.45,New York,,40.8448,-73.8648,,,,Bronx,,,,,
04/25/2021,NY,BRONX,ANTI-JEWISH,NYPD,202105012235317,CRIMINAL MISCHIEF & RELATED OF,,ANTI-JEWISH,1.45,New York,,40.8448,-73.8648,,,,Bronx,,,,,
04/25/2021,NY,BRONX,ANTI-JEWISH,NYPD,202105012235417,CRIMINAL MISCHIEF & RELATED OF,,ANTI-JEWISH,1.45,New York,,40.8448,-73.8648,,,,Bronx,,,,,
04/25/2021,NY,BRONX,ANTI-JEWISH,NYPD,202105012235517,CRIMINAL MISCHIEF & RELATED OF,,ANTI-JEWISH,1.45,New York,,40.8448,-73.8648,,,,Bronx,,,,,
04/25/2021,NY,BRONX,ANTI-JEWISH,NYPD,202105012235617,CRIMINAL MISCHIEF & RELATED OF,,ANTI-JEWISH,1.45,New York,,40.8448,-73.8648,,,,Bronx,,,,,
04/25/2021,NY,BRONX,ANTI-JEWISH,NYPD,202105012235717,CRIMINAL MISCHIEF & RELATED OF,,ANTI-JEWISH,1.45,New York,,40.8448,-73.8648,,,,Bronx,,,,,
04/25/2021,NY,BRONX,ANTI-JEWISH,NYPD,202105012236117,CRIMINAL MISCHIEF & RELATED OF,,ANTI-JEWISH,1.45,New York,,40.8448,-73.8648,,,,Bronx,,,,,
04/25/2021,NY,BRONX,ANTI-JEWISH,NYPD,202105012236217,CRIMINAL MISCHIEF & RELATED OF,,ANTI-JEWISH,1.45,New York,,40.8448,-73.8648,,,,Bronx,,,,,
05/01/2021,NY,BRONX,ANTI-JEWISH,NYPD,202105012245717,CRIMINAL MISCHIEF & RELATED OF,,ANTI-JEWISH,1.45,New York,,40.8448,-73.8648,,,,Bronx,,,,,
12/04/2021,NY,BRONX,ANTI-JEWISH,NYPD,202105012627217,CRIMINAL MISCHIEF & RELATED OF,,ANTI-JEWISH,1.45,New York,,40.8448,-73.8648,,,,Bronx,,,,,
05/23/2021,NY,KINGS,ANTI-JEWISH,NYPD,202106612260717,CRIMINAL MISCHIEF & RELATED OF,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
09/17/2021,NY,KINGS,ANTI-JEWISH,NYPD,202106812458017,CRIMINAL MISCHIEF & RELATED OF,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
07/21/2021,NY,KINGS,ANTI-JEWISH,NYPD,202109012466817,CRIMINAL MISCHIEF & RELATED OF,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
06/09/2022,NY,NEW YORK,ANTI-JEWISH,NYPD,202200712423117,CRIMINAL MISCHIEF & RELATED OF,,ANTI-JEWISH,1.45,New York,,40.7831,-73.9712,,,,Manhattan,,,,,
03/08/2022,NY,NEW YORK,ANTI-JEWISH,NYPD,202200912204717,CRIMINAL MISCHIEF & RELATED OF,,ANTI-JEWISH,1.45,New York,,40.7831,-73.9712,,,,Manhattan,,,,,
07/28/2022,NY,NEW YORK,ANTI-JEWISH,NYPD,202201012386517,CRIMINAL MISCHIEF & RELATED OF,,ANTI-JEWISH,1.45,New York,,40.7831,-73.9712,,,,Manhattan,,,,,
07/28/2022,NY,NEW YORK,ANTI-JEWISH,NYPD,202201012386517,CRIMINAL MISCHIEF & RELATED OF,,ANTI-JEWISH,1.45,New York,,40.7831,-73.9712,,,,Manhattan,,,,,
05/06/2022,NY,NEW YORK,ANTI-JEWISH,NYPD,202201812394517,CRIMINAL MISCHIEF & RELATED OF,,ANTI-JEWISH,1.45,New York,,40.7831,-73.9712,,,,Manhattan,,,,,
05/06/2022,NY,NEW YORK,ANTI-JEWISH,NYPD,202201812394617,CRIMINAL MISCHIEF & RELATED OF,,ANTI-JEWISH,1.45,New York,,40.7831,-73.9712,,,,Manhattan,,,,,
08/07/2022,NY,KINGS,ANTI-JEWISH,NYPD,202207312822717,CRIMINAL MISCHIEF & RELATED OF,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
06/09/2022,NY,KINGS,ANTI-JEWISH,NYPD,202209012435217,CRIMINAL MISCHIEF & RELATED OF,,ANTI-JEWISH,1.45,New York,,40.6782,-73.9442,,,,Brooklyn,,,,,
02/13/2023,NY,NEW YORK,ANTI-JEWISH,NYPD,202301712125417,CRIMINAL MISCHIEF & RELATED OF,,ANTI-JEWISH,1.45,New York,,40.7831,-73.9712,,,,Manhattan,,,,,
02/01/2023,NY,NEW YORK,ANTI-JEWISH,NYPD,202301912157617,CRIMINAL MISCHIEF & RELATED OF,,ANTI-JEWISH,1.45,New York,,40.7831,-73.9712,,,,Manhattan,,,,,
08/12/2023,NY,NEW YORK,ANTI-JEWISH,NYPD,202301912717217,CRIMINAL MISCHIEF & RELATED OF,,ANTI-JEWISH,1.45,New York,,40.7831,-73.9712,,,,Manhattan,,,,,
