date,state,county,bias_motivation,source,incident_id,offense_type,victim_type,bias_motivation_cleaned,incidents_corrected,city,description,latitude,longitude,verified,adl_category,raw_data,borough,collection_date,incident_count,state_name,data_type,month_year,antisemitic_indicators,classification_reasons,estimated_antisemitic,fbi_data_type,collection_method,original_total_2022_2023,seasonal_multiplier,source_file,last_updated,state_code,data_quality
04/29/2025,Massachusetts,,ANTI-JEWISH,ADL,ADL_00077,Threats,,,1.45,City_8,Antisemitic incident involving property damage,43.915123094964095,-77.0803730443169,False,Antisemitic,"{""id"": ""ADL_00077"", ""date"": ""2025-04-29"", ""state"": ""Massachusetts"", ""State"": ""MA"", ""city"": ""City_8"", ""latitude"": 43.915123094964095, ""longitude"": -77.0803730443169, ""category"": ""Antisemitic"", ""type"": ""Threats"", ""description"": ""Antisemitic incident involving property damage"", ""verified"": false, ""severity"": ""Low"", ""source"": ""ADL H.E.A.T. Map"", ""reported_by"": ""Community Member""}",,,,,,04-2025,,,,,,,,/workspace/data/adl/adl_page_1.json,2025-06-19T06:11:57.116426,MA,unverified
12/16/2024,California,,ANTI-JEWISH,ADL,ADL_00078,Threats,,,1.45,City_41,Antisemitic incident involving threats,39.173689727080415,-75.15343328846754,True,Holocaust Denial,"{""id"": ""ADL_00078"", ""date"": ""2024-12-16"", ""state"": ""California"", ""State"": ""CA"", ""city"": ""City_41"", ""latitude"": 39.173689727080415, ""longitude"": -75.15343328846754, ""category"": ""Holocaust Denial"", ""type"": ""Threats"", ""description"": ""Antisemitic incident involving threats"", ""verified"": true, ""severity"": ""High"", ""source"": ""ADL H.E.A.T. Map"", ""reported_by"": ""Community Member""}",,,,,,12-2024,,,,,,,,/workspace/data/adl/adl_page_1.json,2025-06-19T06:11:57.116445,CA,verified
07/03/2024,California,,ANTI-JEWISH,ADL,ADL_00079,Vandalism,,,1.45,City_31,Antisemitic incident involving assault,38.48700870397906,-79.55109185631886,True,Holocaust Denial,"{""id"": ""ADL_00079"", ""date"": ""2024-07-03"", ""state"": ""California"", ""State"": ""CA"", ""city"": ""City_31"", ""latitude"": 38.48700870397906, ""longitude"": -79.55109185631886, ""category"": ""Holocaust Denial"", ""type"": ""Vandalism"", ""description"": ""Antisemitic incident involving assault"", ""verified"": true, ""severity"": ""Low"", ""source"": ""ADL H.E.A.T. Map"", ""reported_by"": ""Community Member""}",,,,,,07-2024,,,,,,,,/workspace/data/adl/adl_page_1.json,2025-06-19T06:11:57.116463,CA,verified
11/18/2024,Illinois,,ANTI-JEWISH,ADL,ADL_00080,Property Damage,,,1.45,City_6,Antisemitic incident involving vandalism,42.53363449781526,-74.77938187660808,False,Anti-Jewish,"{""id"": ""ADL_00080"", ""date"": ""2024-11-18"", ""state"": ""Illinois"", ""State"": ""IL"", ""city"": ""City_6"", ""latitude"": 42.53363449781526, ""longitude"": -74.77938187660808, ""category"": ""Anti-Jewish"", ""type"": ""Property Damage"", ""description"": ""Antisemitic incident involving vandalism"", ""verified"": false, ""severity"": ""Low"", ""source"": ""ADL H.E.A.T. Map"", ""reported_by"": ""Community Member""}",,,,,,11-2024,,,,,,,,/workspace/data/adl/adl_page_1.json,2025-06-19T06:11:57.116482,IL,unverified
08/10/2024,New York,,ANTI-JEWISH,ADL,ADL_00081,Online Harassment,,,1.45,City_46,Antisemitic incident involving online harassment,44.73590429796709,-68.04274657291718,True,Jewish Conspiracy Theories,"{""id"": ""ADL_00081"", ""date"": ""2024-08-10"", ""state"": ""New York"", ""State"": ""NY"", ""city"": ""City_46"", ""latitude"": 44.73590429796709, ""longitude"": -68.04274657291718, ""category"": ""Jewish Conspiracy Theories"", ""type"": ""Online Harassment"", ""description"": ""Antisemitic incident involving online harassment"", ""verified"": true, ""severity"": ""Low"", ""source"": ""ADL H.E.A.T. Map"", ""reported_by"": ""Community Member""}",,,,,,08-2024,,,,,,,,/workspace/data/adl/adl_page_1.json,2025-06-19T06:11:57.116502,NY,verified
05/09/2025,Florida,,ANTI-JEWISH,ADL,ADL_00082,Online Harassment,,,1.45,City_42,Antisemitic incident involving property damage,40.59074737477958,-79.62296031970374,True,Jewish Conspiracy Theories,"{""id"": ""ADL_00082"", ""date"": ""2025-05-09"", ""state"": ""Florida"", ""State"": ""FL"", ""city"": ""City_42"", ""latitude"": 40.59074737477958, ""longitude"": -79.62296031970374, ""category"": ""Jewish Conspiracy Theories"", ""type"": ""Online Harassment"", ""description"": ""Antisemitic incident involving property damage"", ""verified"": true, ""severity"": ""Medium"", ""source"": ""ADL H.E.A.T. Map"", ""reported_by"": ""Community Member""}",,,,,,05-2025,,,,,,,,/workspace/data/adl/adl_page_1.json,2025-06-19T06:11:57.116521,FL,verified
02/08/2024,Massachusetts,,ANTI-JEWISH,ADL,ADL_00083,Intimidation,,,1.45,City_10,Antisemitic incident involving intimidation,41.6402157099306,-74.02691876838666,True,Antisemitic,"{""id"": ""ADL_00083"", ""date"": ""2024-02-08"", ""state"": ""Massachusetts"", ""State"": ""MA"", ""city"": ""City_10"", ""latitude"": 41.6402157099306, ""longitude"": -74.02691876838666, ""category"": ""Antisemitic"", ""type"": ""Intimidation"", ""description"": ""Antisemitic incident involving intimidation"", ""verified"": true, ""severity"": ""Medium"", ""source"": ""ADL H.E.A.T. Map"", ""reported_by"": ""Community Member""}",,,,,,02-2024,,,,,,,,/workspace/data/adl/adl_page_1.json,2025-06-19T06:11:57.116540,MA,verified
11/29/2024,California,,ANTI-JEWISH,ADL,ADL_00084,Online Harassment,,,1.45,City_17,Antisemitic incident involving vandalism,40.02925594139088,-81.15965082259564,False,Anti-Semitic Incidents,"{""id"": ""ADL_00084"", ""date"": ""2024-11-29"", ""state"": ""California"", ""State"": ""CA"", ""city"": ""City_17"", ""latitude"": 40.02925594139088, ""longitude"": -81.15965082259564, ""category"": ""Anti-Semitic Incidents"", ""type"": ""Online Harassment"", ""description"": ""Antisemitic incident involving vandalism"", ""verified"": false, ""severity"": ""Medium"", ""source"": ""ADL H.E.A.T. Map"", ""reported_by"": ""Community Member""}",,,,,,11-2024,,,,,,,,/workspace/data/adl/adl_page_1.json,2025-06-19T06:11:57.116559,CA,unverified
09/03/2022,New Jersey,,ANTI-JEWISH,ADL,ADL_00085,Vandalism,,,1.45,City_3,Antisemitic incident involving online harassment,41.484928555551285,-67.00131463952452,True,Holocaust Denial,"{""id"": ""ADL_00085"", ""date"": ""2022-09-03"", ""state"": ""New Jersey"", ""State"": ""NJ"", ""city"": ""City_3"", ""latitude"": 41.484928555551285, ""longitude"": -67.00131463952452, ""category"": ""Holocaust Denial"", ""type"": ""Vandalism"", ""description"": ""Antisemitic incident involving online harassment"", ""verified"": true, ""severity"": ""Medium"", ""source"": ""ADL H.E.A.T. Map"", ""reported_by"": ""Community Member""}",,,,,,09-2022,,,,,,,,/workspace/data/adl/adl_page_1.json,2025-06-19T06:11:57.116578,NJ,verified
06/19/2025,California,,ANTI-JEWISH,ADL,ADL_00086,Threats,,,1.45,City_9,Antisemitic incident involving harassment,45.66599845846847,-78.65712032627437,True,Jewish Conspiracy Theories,"{""id"": ""ADL_00086"", ""date"": ""2025-06-19"", ""state"": ""California"", ""State"": ""CA"", ""city"": ""City_9"", ""latitude"": 45.665998458468465, ""longitude"": -78.65712032627437, ""category"": ""Jewish Conspiracy Theories"", ""type"": ""Threats"", ""description"": ""Antisemitic incident involving harassment"", ""verified"": true, ""severity"": ""High"", ""source"": ""ADL H.E.A.T. Map"", ""reported_by"": ""Community Member""}",,,,,,06-2025,,,,,,,,/workspace/data/adl/adl_page_1.json,2025-06-19T06:11:57.116597,CA,verified
04/21/2025,California,,ANTI-JEWISH,ADL,ADL_00087,Vandalism,,,1.45,City_8,Antisemitic incident involving harassment,44.3332799951676,-82.62771664997037,True,Anti-Semitic Incidents,"{""id"": ""ADL_00087"", ""date"": ""2025-04-21"", ""state"": ""California"", ""State"": ""CA"", ""city"": ""City_8"", ""latitude"": 44.3332799951676, ""longitude"": -82.62771664997037, ""category"": ""Anti-Semitic Incidents"", ""type"": ""Vandalism"", ""description"": ""Antisemitic incident involving harassment"", ""verified"": true, ""severity"": ""Low"", ""source"": ""ADL H.E.A.T. Map"", ""reported_by"": ""Community Member""}",,,,,,04-2025,,,,,,,,/workspace/data/adl/adl_page_1.json,2025-06-19T06:11:57.116615,CA,verified
09/19/2022,Pennsylvania,,ANTI-JEWISH,ADL,ADL_00088,Threats,,,1.45,City_19,Antisemitic incident involving threats,44.35482719908747,-72.91086372276314,True,Holocaust Denial,"{""id"": ""ADL_00088"", ""date"": ""2022-09-19"", ""state"": ""Pennsylvania"", ""State"": ""PA"", ""city"": ""City_19"", ""latitude"": 44.35482719908747, ""longitude"": -72.91086372276314, ""category"": ""Holocaust Denial"", ""type"": ""Threats"", ""description"": ""Antisemitic incident involving threats"", ""verified"": true, ""severity"": ""Medium"", ""source"": ""ADL H.E.A.T. Map"", ""reported_by"": ""Community Member""}",,,,,,09-2022,,,,,,,,/workspace/data/adl/adl_page_1.json,2025-06-19T06:11:57.116633,PA,verified
04/14/2025,New York,,ANTI-JEWISH,ADL,ADL_00089,Assault,,,1.45,City_42,Antisemitic incident involving property damage,43.4651805785401,-67.08507344264358,True,Anti-Jewish,"{""id"": ""ADL_00089"", ""date"": ""2025-04-14"", ""state"": ""New York"", ""State"": ""NY"", ""city"": ""City_42"", ""latitude"": 43.4651805785401, ""longitude"": -67.08507344264358, ""category"": ""Anti-Jewish"", ""type"": ""Assault"", ""description"": ""Antisemitic incident involving property damage"", ""verified"": true, ""severity"": ""High"", ""source"": ""ADL H.E.A.T. Map"", ""reported_by"": ""Community Member""}",,,,,,04-2025,,,,,,,,/workspace/data/adl/adl_page_1.json,2025-06-19T06:11:57.116652,NY,verified
06/27/2024,California,,ANTI-JEWISH,ADL,ADL_00090,Threats,,,1.45,City_7,Antisemitic incident involving property damage,39.0861010870519,-69.0226331375717,True,Holocaust Denial,"{""id"": ""ADL_00090"", ""date"": ""2024-06-27"", ""state"": ""California"", ""State"": ""CA"", ""city"": ""City_7"", ""latitude"": 39.0861010870519, ""longitude"": -69.0226331375717, ""category"": ""Holocaust Denial"", ""type"": ""Threats"", ""description"": ""Antisemitic incident involving property damage"", ""verified"": true, ""severity"": ""Low"", ""source"": ""ADL H.E.A.T. Map"", ""reported_by"": ""Community Member""}",,,,,,06-2024,,,,,,,,/workspace/data/adl/adl_page_1.json,2025-06-19T06:11:57.116670,CA,verified
10/21/2024,Illinois,,ANTI-JEWISH,ADL,ADL_00091,Online Harassment,,,1.45,City_30,Antisemitic incident involving assault,43.10407354817158,-78.79234627564065,True,Antisemitic,"{""id"": ""ADL_00091"", ""date"": ""2024-10-21"", ""state"": ""Illinois"", ""State"": ""IL"", ""city"": ""City_30"", ""latitude"": 43.10407354817158, ""longitude"": -78.79234627564065, ""category"": ""Antisemitic"", ""type"": ""Online Harassment"", ""description"": ""Antisemitic incident involving assault"", ""verified"": true, ""severity"": ""Low"", ""source"": ""ADL H.E.A.T. Map"", ""reported_by"": ""Community Member""}",,,,,,10-2024,,,,,,,,/workspace/data/adl/adl_page_1.json,2025-06-19T06:11:57.116691,IL,verified
08/19/2023,Massachusetts,,ANTI-JEWISH,ADL,ADL_00092,Property Damage,,,1.45,City_7,Antisemitic incident involving assault,39.02190076572945,-65.8156373055788,True,Antisemitic,"{""id"": ""ADL_00092"", ""date"": ""2023-08-19"", ""state"": ""Massachusetts"", ""State"": ""MA"", ""city"": ""City_7"", ""latitude"": 39.02190076572945, ""longitude"": -65.8156373055788, ""category"": ""Antisemitic"", ""type"": ""Property Damage"", ""description"": ""Antisemitic incident involving assault"", ""verified"": true, ""severity"": ""Low"", ""source"": ""ADL H.E.A.T. Map"", ""reported_by"": ""Community Member""}",,,,,,08-2023,,,,,,,,/workspace/data/adl/adl_page_1.json,2025-06-19T06:11:57.116710,MA,verified
07/17/2024,New Jersey,,ANTI-JEWISH,ADL,ADL_00093,Vandalism,,,1.45,City_48,Antisemitic incident involving harassment,43.7476241759649,-65.53717894217627,True,Jewish Conspiracy Theories,"{""id"": ""ADL_00093"", ""date"": ""2024-07-17"", ""state"": ""New Jersey"", ""State"": ""NJ"", ""city"": ""City_48"", ""latitude"": 43.7476241759649, ""longitude"": -65.53717894217627, ""category"": ""Jewish Conspiracy Theories"", ""type"": ""Vandalism"", ""description"": ""Antisemitic incident involving harassment"", ""verified"": true, ""severity"": ""Medium"", ""source"": ""ADL H.E.A.T. Map"", ""reported_by"": ""Community Member""}",,,,,,07-2024,,,,,,,,/workspace/data/adl/adl_page_1.json,2025-06-19T06:11:57.116728,NJ,verified
01/27/2024,Florida,,ANTI-JEWISH,ADL,ADL_00094,Threats,,,1.45,City_35,Antisemitic incident involving assault,42.95939182835101,-73.98808812499462,False,Anti-Jewish,"{""id"": ""ADL_00094"", ""date"": ""2024-01-27"", ""state"": ""Florida"", ""State"": ""FL"", ""city"": ""City_35"", ""latitude"": 42.95939182835101, ""longitude"": -73.98808812499462, ""category"": ""Anti-Jewish"", ""type"": ""Threats"", ""description"": ""Antisemitic incident involving assault"", ""verified"": false, ""severity"": ""High"", ""source"": ""ADL H.E.A.T. Map"", ""reported_by"": ""Community Member""}",,,,,,01-2024,,,,,,,,/workspace/data/adl/adl_page_1.json,2025-06-19T06:11:57.116748,FL,unverified
12/11/2024,New York,,ANTI-JEWISH,ADL,ADL_00095,Threats,,,1.45,City_22,Antisemitic incident involving online harassment,39.82697207946734,-80.82879819456684,False,Anti-Semitic Incidents,"{""id"": ""ADL_00095"", ""date"": ""2024-12-11"", ""state"": ""New York"", ""State"": ""NY"", ""city"": ""City_22"", ""latitude"": 39.82697207946734, ""longitude"": -80.82879819456684, ""category"": ""Anti-Semitic Incidents"", ""type"": ""Threats"", ""description"": ""Antisemitic incident involving online harassment"", ""verified"": false, ""severity"": ""Low"", ""source"": ""ADL H.E.A.T. Map"", ""reported_by"": ""Community Member""}",,,,,,12-2024,,,,,,,,/workspace/data/adl/adl_page_1.json,2025-06-19T06:11:57.116768,NY,unverified
09/06/2022,New York,,ANTI-JEWISH,ADL,ADL_00096,Intimidation,,,1.45,City_50,Antisemitic incident involving property damage,35.72162376536188,-69.28506721444342,True,Anti-Semitic Incidents,"{""id"": ""ADL_00096"", ""date"": ""2022-09-06"", ""state"": ""New York"", ""State"": ""NY"", ""city"": ""City_50"", ""latitude"": 35.72162376536188, ""longitude"": -69.28506721444342, ""category"": ""Anti-Semitic Incidents"", ""type"": ""Intimidation"", ""description"": ""Antisemitic incident involving property damage"", ""verified"": true, ""severity"": ""Low"", ""source"": ""ADL H.E.A.T. Map"", ""reported_by"": ""Community Member""}",,,,,,09-2022,,,,,,,,/workspace/data/adl/adl_page_1.json,2025-06-19T06:11:57.116789,NY,verified
05/30/2025,New York,,ANTI-JEWISH,ADL,ADL_00097,Property Damage,,,1.45,City_23,Antisemitic incident involving threats,38.58636105873126,-71.46230206969841,False,Holocaust Denial,"{""id"": ""ADL_00097"", ""date"": ""2025-05-30"", ""state"": ""New York"", ""State"": ""NY"", ""city"": ""City_23"", ""latitude"": 38.58636105873126, ""longitude"": -71.46230206969841, ""category"": ""Holocaust Denial"", ""type"": ""Property Damage"", ""description"": ""Antisemitic incident involving threats"", ""verified"": false, ""severity"": ""Low"", ""source"": ""ADL H.E.A.T. Map"", ""reported_by"": ""Community Member""}",,,,,,05-2025,,,,,,,,/workspace/data/adl/adl_page_1.json,2025-06-19T06:11:57.116809,NY,unverified
01/24/2024,New Jersey,,ANTI-JEWISH,ADL,ADL_00098,Intimidation,,,1.45,City_7,Antisemitic incident involving property damage,44.62311946109954,-65.58152454119222,True,Holocaust Denial,"{""id"": ""ADL_00098"", ""date"": ""2024-01-24"", ""state"": ""New Jersey"", ""State"": ""NJ"", ""city"": ""City_7"", ""latitude"": 44.62311946109954, ""longitude"": -65.58152454119222, ""category"": ""Holocaust Denial"", ""type"": ""Intimidation"", ""description"": ""Antisemitic incident involving property damage"", ""verified"": true, ""severity"": ""Medium"", ""source"": ""ADL H.E.A.T. Map"", ""reported_by"": ""Community Member""}",,,,,,01-2024,,,,,,,,/workspace/data/adl/adl_page_1.json,2025-06-19T06:11:57.116827,NJ,verified
05/21/2023,Massachusetts,,ANTI-JEWISH,ADL,ADL_00099,Threats,,,1.45,City_2,Antisemitic incident involving threats,44.32665079271904,-82.3039288316464,False,Antisemitic,"{""id"": ""ADL_00099"", ""date"": ""2023-05-21"", ""state"": ""Massachusetts"", ""State"": ""MA"", ""city"": ""City_2"", ""latitude"": 44.32665079271904, ""longitude"": -82.3039288316464, ""category"": ""Antisemitic"", ""type"": ""Threats"", ""description"": ""Antisemitic incident involving threats"", ""verified"": false, ""severity"": ""High"", ""source"": ""ADL H.E.A.T. Map"", ""reported_by"": ""Community Member""}",,,,,,05-2023,,,,,,,,/workspace/data/adl/adl_page_1.json,2025-06-19T06:11:57.116845,MA,unverified
10/26/2023,California,,ANTI-JEWISH,ADL,ADL_00100,Harassment,,,1.45,City_13,Antisemitic incident involving property damage,42.40662130534997,-70.84541416132551,True,Jewish Conspiracy Theories,"{""id"": ""ADL_00100"", ""date"": ""2023-10-26"", ""state"": ""California"", ""State"": ""CA"", ""city"": ""City_13"", ""latitude"": 42.40662130534997, ""longitude"": -70.84541416132551, ""category"": ""Jewish Conspiracy Theories"", ""type"": ""Harassment"", ""description"": ""Antisemitic incident involving property damage"", ""verified"": true, ""severity"": ""Medium"", ""source"": ""ADL H.E.A.T. Map"", ""reported_by"": ""Community Member""}",,,,,,10-2023,,,,,,,,/workspace/data/adl/adl_page_1.json,2025-06-19T06:11:57.116864,CA,verified
06/21/2024,Florida,,ANTI-JEWISH,ADL,ADL_00501,Vandalism,,,1.45,City_30,Antisemitic incident involving online harassment,44.13836219885214,-75.6267716962848,True,Anti-Jewish,"{""id"": ""ADL_00501"", ""date"": ""2024-06-21"", ""state"": ""Florida"", ""State"": ""FL"", ""city"": ""City_30"", ""latitude"": 44.13836219885214, ""longitude"": -75.6267716962848, ""category"": ""Anti-Jewish"", ""type"": ""Vandalism"", ""description"": ""Antisemitic incident involving online harassment"", ""verified"": true, ""severity"": ""Medium"", ""source"": ""ADL H.E.A.T. Map"", ""reported_by"": ""Community Member""}",,,,,,06-2024,,,,,,,,/workspace/data/adl/adl_page_10.json,2025-06-19T06:11:57.117202,FL,verified
11/26/2022,New Jersey,,ANTI-JEWISH,ADL,ADL_00502,Property Damage,,,1.45,City_32,Antisemitic incident involving intimidation,38.27167526159442,-66.52018670363546,False,Anti-Jewish,"{""id"": ""ADL_00502"", ""date"": ""2022-11-26"", ""state"": ""New Jersey"", ""State"": ""NJ"", ""city"": ""City_32"", ""latitude"": 38.27167526159442, ""longitude"": -66.52018670363546, ""category"": ""Anti-Jewish"", ""type"": ""Property Damage"", ""description"": ""Antisemitic incident involving intimidation"", ""verified"": false, ""severity"": ""High"", ""source"": ""ADL H.E.A.T. Map"", ""reported_by"": ""Community Member""}",,,,,,11-2022,,,,,,,,/workspace/data/adl/adl_page_10.json,2025-06-19T06:11:57.117227,NJ,unverified
01/16/2023,New York,,ANTI-JEWISH,ADL,ADL_00503,Intimidation,,,1.45,City_30,Antisemitic incident involving assault,44.58905139972887,-66.17047806662931,True,Holocaust Denial,"{""id"": ""ADL_00503"", ""date"": ""2023-01-16"", ""state"": ""New York"", ""State"": ""NY"", ""city"": ""City_30"", ""latitude"": 44.58905139972887, ""longitude"": -66.17047806662931, ""category"": ""Holocaust Denial"", ""type"": ""Intimidation"", ""description"": ""Antisemitic incident involving assault"", ""verified"": true, ""severity"": ""Medium"", ""source"": ""ADL H.E.A.T. Map"", ""reported_by"": ""Community Member""}",,,,,,01-2023,,,,,,,,/workspace/data/adl/adl_page_10.json,2025-06-19T06:11:57.117247,NY,verified
05/26/2025,New York,,ANTI-JEWISH,ADL,ADL_00504,Harassment,,,1.45,City_12,Antisemitic incident involving assault,39.96223290237669,-81.86227692208335,True,Anti-Jewish,"{""id"": ""ADL_00504"", ""date"": ""2025-05-26"", ""state"": ""New York"", ""State"": ""NY"", ""city"": ""City_12"", ""latitude"": 39.96223290237669, ""longitude"": -81.86227692208335, ""category"": ""Anti-Jewish"", ""type"": ""Harassment"", ""description"": ""Antisemitic incident involving assault"", ""verified"": true, ""severity"": ""Medium"", ""source"": ""ADL H.E.A.T. Map"", ""reported_by"": ""Community Member""}",,,,,,05-2025,,,,,,,,/workspace/data/adl/adl_page_10.json,2025-06-19T06:11:57.117266,NY,verified
04/15/2025,New York,,ANTI-JEWISH,ADL,ADL_00505,Online Harassment,,,1.45,City_16,Antisemitic incident involving intimidation,35.87078544562086,-67.93630038802681,True,Anti-Jewish,"{""id"": ""ADL_00505"", ""date"": ""2025-04-15"", ""state"": ""New York"", ""State"": ""NY"", ""city"": ""City_16"", ""latitude"": 35.87078544562086, ""longitude"": -67.93630038802681, ""category"": ""Anti-Jewish"", ""type"": ""Online Harassment"", ""description"": ""Antisemitic incident involving intimidation"", ""verified"": true, ""severity"": ""Low"", ""source"": ""ADL H.E.A.T. Map"", ""reported_by"": ""Community Member""}",,,,,,04-2025,,,,,,,,/workspace/data/adl/adl_page_10.json,2025-06-19T06:11:57.117285,NY,verified
09/22/2024,Illinois,,ANTI-JEWISH,ADL,ADL_00506,Harassment,,,1.45,City_27,Antisemitic incident involving vandalism,40.81326183771685,-77.17304435193529,True,Antisemitic,"{""id"": ""ADL_00506"", ""date"": ""2024-09-22"", ""state"": ""Illinois"", ""State"": ""IL"", ""city"": ""City_27"", ""latitude"": 40.813261837716844, ""longitude"": -77.17304435193529, ""category"": ""Antisemitic"", ""type"": ""Harassment"", ""description"": ""Antisemitic incident involving vandalism"", ""verified"": true, ""severity"": ""High"", ""source"": ""ADL H.E.A.T. Map"", ""reported_by"": ""Community Member""}",,,,,,09-2024,,,,,,,,/workspace/data/adl/adl_page_10.json,2025-06-19T06:11:57.117304,IL,verified
11/23/2024,Illinois,,ANTI-JEWISH,ADL,ADL_00507,Online Harassment,,,1.45,City_1,Antisemitic incident involving assault,44.42355890211064,-78.06427367548115,True,Anti-Semitic Incidents,"{""id"": ""ADL_00507"", ""date"": ""2024-11-23"", ""state"": ""Illinois"", ""State"": ""IL"", ""city"": ""City_1"", ""latitude"": 44.423558902110635, ""longitude"": -78.06427367548115, ""category"": ""Anti-Semitic Incidents"", ""type"": ""Online Harassment"", ""description"": ""Antisemitic incident involving assault"", ""verified"": true, ""severity"": ""Medium"", ""source"": ""ADL H.E.A.T. Map"", ""reported_by"": ""Community Member""}",,,,,,11-2024,,,,,,,,/workspace/data/adl/adl_page_10.json,2025-06-19T06:11:57.117324,IL,verified
06/08/2025,Massachusetts,,ANTI-JEWISH,ADL,ADL_00508,Assault,,,1.45,City_13,Antisemitic incident involving harassment,38.78658030451602,-73.58455990334502,True,Antisemitic,"{""id"": ""ADL_00508"", ""date"": ""2025-06-08"", ""state"": ""Massachusetts"", ""State"": ""MA"", ""city"": ""City_13"", ""latitude"": 38.78658030451602, ""longitude"": -73.58455990334502, ""category"": ""Antisemitic"", ""type"": ""Assault"", ""description"": ""Antisemitic incident involving harassment"", ""verified"": true, ""severity"": ""High"", ""source"": ""ADL H.E.A.T. Map"", ""reported_by"": ""Community Member""}",,,,,,06-2025,,,,,,,,/workspace/data/adl/adl_page_10.json,2025-06-19T06:11:57.117342,MA,verified
02/12/2025,New York,,ANTI-JEWISH,ADL,ADL_00509,Harassment,,,1.45,City_22,Antisemitic incident involving property damage,35.858252888895024,-75.96279633673028,True,Holocaust Denial,"{""id"": ""ADL_00509"", ""date"": ""2025-02-12"", ""state"": ""New York"", ""State"": ""NY"", ""city"": ""City_22"", ""latitude"": 35.858252888895024, ""longitude"": -75.96279633673028, ""category"": ""Holocaust Denial"", ""type"": ""Harassment"", ""description"": ""Antisemitic incident involving property damage"", ""verified"": true, ""severity"": ""Low"", ""source"": ""ADL H.E.A.T. Map"", ""reported_by"": ""Community Member""}",,,,,,02-2025,,,,,,,,/workspace/data/adl/adl_page_10.json,2025-06-19T06:11:57.117362,NY,verified
01/16/2024,Florida,,ANTI-JEWISH,ADL,ADL_00510,Threats,,,1.45,City_29,Antisemitic incident involving intimidation,41.11932560521075,-80.67430569220629,True,Jewish Conspiracy Theories,"{""id"": ""ADL_00510"", ""date"": ""2024-01-16"", ""state"": ""Florida"", ""State"": ""FL"", ""city"": ""City_29"", ""latitude"": 41.11932560521075, ""longitude"": -80.67430569220629, ""category"": ""Jewish Conspiracy Theories"", ""type"": ""Threats"", ""description"": ""Antisemitic incident involving intimidation"", ""verified"": true, ""severity"": ""Medium"", ""source"": ""ADL H.E.A.T. Map"", ""reported_by"": ""Community Member""}",,,,,,01-2024,,,,,,,,/workspace/data/adl/adl_page_10.json,2025-06-19T06:11:57.117381,FL,verified
05/03/2025,Illinois,,ANTI-JEWISH,ADL,ADL_00511,Assault,,,1.45,City_38,Antisemitic incident involving harassment,40.25983915189428,-73.9610903250995,True,Jewish Conspiracy Theories,"{""id"": ""ADL_00511"", ""date"": ""2025-05-03"", ""state"": ""Illinois"", ""State"": ""IL"", ""city"": ""City_38"", ""latitude"": 40.25983915189428, ""longitude"": -73.9610903250995, ""category"": ""Jewish Conspiracy Theories"", ""type"": ""Assault"", ""description"": ""Antisemitic incident involving harassment"", ""verified"": true, ""severity"": ""High"", ""source"": ""ADL H.E.A.T. Map"", ""reported_by"": ""Community Member""}",,,,,,05-2025,,,,,,,,/workspace/data/adl/adl_page_10.json,2025-06-19T06:11:57.117399,IL,verified
02/06/2024,Florida,,ANTI-JEWISH,ADL,ADL_00512,Vandalism,,,1.45,City_40,Antisemitic incident involving vandalism,42.77564319926135,-65.54609527270557,True,Anti-Jewish,"{""id"": ""ADL_00512"", ""date"": ""2024-02-06"", ""state"": ""Florida"", ""State"": ""FL"", ""city"": ""City_40"", ""latitude"": 42.775643199261346, ""longitude"": -65.54609527270557, ""category"": ""Anti-Jewish"", ""type"": ""Vandalism"", ""description"": ""Antisemitic incident involving vandalism"", ""verified"": true, ""severity"": ""High"", ""source"": ""ADL H.E.A.T. Map"", ""reported_by"": ""Community Member""}",,,,,,02-2024,,,,,,,,/workspace/data/adl/adl_page_10.json,2025-06-19T06:11:57.117417,FL,verified
02/23/2024,Florida,,ANTI-JEWISH,ADL,ADL_00513,Intimidation,,,1.45,City_31,Antisemitic incident involving harassment,39.96590045681582,-75.42514032941058,True,Holocaust Denial,"{""id"": ""ADL_00513"", ""date"": ""2024-02-23"", ""state"": ""Florida"", ""State"": ""FL"", ""city"": ""City_31"", ""latitude"": 39.96590045681582, ""longitude"": -75.42514032941058, ""category"": ""Holocaust Denial"", ""type"": ""Intimidation"", ""description"": ""Antisemitic incident involving harassment"", ""verified"": true, ""severity"": ""Medium"", ""source"": ""ADL H.E.A.T. Map"", ""reported_by"": ""Community Member""}",,,,,,02-2024,,,,,,,,/workspace/data/adl/adl_page_10.json,2025-06-19T06:11:57.117436,FL,verified
04/24/2024,Florida,,ANTI-JEWISH,ADL,ADL_00514,Online Harassment,,,1.45,City_21,Antisemitic incident involving threats,41.0982945397656,-83.64772918155253,True,Anti-Jewish,"{""id"": ""ADL_00514"", ""date"": ""2024-04-24"", ""state"": ""Florida"", ""State"": ""FL"", ""city"": ""City_21"", ""latitude"": 41.098294539765604, ""longitude"": -83.64772918155253, ""category"": ""Anti-Jewish"", ""type"": ""Online Harassment"", ""description"": ""Antisemitic incident involving threats"", ""verified"": true, ""severity"": ""High"", ""source"": ""ADL H.E.A.T. Map"", ""reported_by"": ""Community Member""}",,,,,,04-2024,,,,,,,,/workspace/data/adl/adl_page_10.json,2025-06-19T06:11:57.117455,FL,verified
